index,codeCVM,issuingCompany,companyName,tradingName,cnpj,marketIndicator,typeBDR,dateListing,status,segment,segmentEng,type,market
2124,910927,IBPB,SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S/A,IBIAPABA,29554549000100,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2125,913970,SDMH,SERRA DO MEL HOLDING S.A.,SERRA DO MEL,30342595000124,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2126,914986,SERS,SERRA DO SERIDÓ F1 HOLDING S.A.,SERRA DO SER,35785876000175,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2127,908186,SRRH,SERRAS HOLDING  S.A.,SERRAS,20917721000178,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2128,908160,SRNV,SERTAO ENERGIAS RENOVAVEIS S/A,SERTAOENERGI,17613432000170,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2129,908194,SRTI,SERTAO I SOLAR ENERGIA SPE S.A.,SERTAOISOLAR,23907723000174,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2130,900071,SB19,SERTÃO SOLAR BARREIRAS XIX S.A.,SERTÃOXIX,47239137000167,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2131,900069,SB15,SERTÃO SOLAR BARREIRAS XV S.A,SERTÃOXV,47465916000180,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2132,900067,SB16,SERTÃO SOLAR BARREIRAS XVI S.A.,SERTÃOXVI,47388583000133,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2133,900066,SB17,SERTÃO SOLAR BARREIRAS XVII S.A,SERTÃOXVII,47388621000158,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2134,900070,SB18,SERTÃO SOLAR BARREIRAS XVIII S.A,SERTÃOXVIII,47316553000111,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2135,900072,SB20,SERTÃO SOLAR BARREIRAS XX S.A,SERTÃOXX,47289242000100,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2136,900073,SB21,SERTÃO SOLAR BARREIRAS XXI S.A,SERTÃOXXI,47239099000142,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2137,908251,STAH,SETAH  OPERACOES S.A.,SETAH,19560282000100,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2138,908269,STEB,SETE BRASIL PARTICIPACOES S.A,SETEBRASILPA,13127015000167,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2139,915835,STLC,SETELOC S.A.,SETELOCSA,20611180000236,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2140,904086,GNRL,SG EQUIPMENT FINANCE S/A ARRENDAMENTO  MERCANTIL,SGFINANCEAM,62816426000175,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2141,910968,EBIG,SHOPPING DO CIDADAO SERVICOS E INFORMATICA S.A.,SHOPCIDADAO,7917303000112,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2142,12823,APTI,SIDERURGICA J. L. ALIPERTI S.A.,ALIPERTI,61156931000178,1,,06/06/1986,A,Agricultura,Agriculture,1,
2143,910034,SIFC,SIFCO S.A.,SIFCO,60499605000109,1,,31/12/9999,A,Material Rodoviário,Transportation Equipment/Diversified,7,
2144,916781,SITR,SILVANIA TRANSMISSORA DE ENERGIA S.A.,SILVANIAENER,41554993000120,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2145,913335,SIMO,SIMÕES TRANSMISSORA DE ENERGIA ELÉTRICA S.A.,SIMÕES TRANS,31326865000176,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2146,25003,SIMH,SIMPAR S.A.,SIMPAR,7415333000120,18,,11/09/2020,A,Holdings Diversificadas,Holdings - Diversified,1,NM
2147,916718,SWLS,SIMPLEWAY LOCACOES E SERVICOS S.A.,SIMPLEWAYLOC,2763931000177,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2148,907816,SINO,SINOSSERRA FINANCEIRA SA SOCIEDADE DE CREDITO FINA,SINOSSERRACF,22639377000128,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2149,22799,SQIA,SINQIA S.A.,SINQIA,4065791000199,18,,26/04/2012,A,Programas e Serviços,Software and Services,1,NM
2150,908038,SPCM,SIPCAM NICHINO BRASIL S/A,SIPCAMNICHIN,23361306000179,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2151,917655,SIAC,SISTAC - SISTEMAS DE ACESSO S.A.,SISTAC,832397000188,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2152,911628,ELIT,SISTEMA ELITE DE ENSINO S.A.,ELITE ENSINO,14011425000100,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2153,907857,SLOU,SISTEMA PRODUTOR SAO LOURENCO S/A,LOURENCO,18580161000167,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2154,917550,SKIN,SKINSTORE S.A.,SKINSTORE SA,12979552000172,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2155,916994,SKME,SKM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,SKM EMP PART,35403949000117,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2156,900024,SKMK,SKM KIOTO EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,SKM KIOTO,49947694000168,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2157,900023,SKMT,SKM TOKIO EMPREENDIMENTOS E PARTICIPAÇÕES S.A. ,SKM TOKIO,49947660000173,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2158,911842,SKYS,SKYSITES AMERICAS S/A,SKYSITES S/A,16642469000164,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2159,20745,SLCE,SLC AGRICOLA S.A.,SLC AGRICOLA,89096457000155,18,,12/06/2007,A,Agricultura,Agriculture,1,NM
2160,907923,SMRR,SMART  RIO ACADEMIA DE GINASTICA S.A.,SMARTRIO,11135814000150,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2161,914291,SMRJ,SMART RJ CONCESSIONÁRIA DE ILUMINAÇÃO PÚBLICA SPE,SMART RJ CON,36125692000141,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2162,907915,SMAH,SMART.NET HOLDINGS S.A.,SMARTNET,4797621000107,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2163,24260,SMFT,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,SMART FIT,7594978000178,18,,15/02/2018,A,Atividades Esportivas,Sports,1,NM
2164,14300,SNBP,SNB PARTICIPACOES S.A.,SNB PARTCIP,73903718000161,8,,01/03/2023,A,Não Classificado,E,1,
2165,908004,SOAR,SOARES PENIDO CONCESSOES S/A,SPENIDOCONC,10291050000129,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2166,908103,SPND,SOARES PENIDO PARTICIPACOES E EMPREENDIMENTOS S/A,SOARES,45083219000130,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2167,907824,SISE,SOBRAL I SOLAR ENERGIA SPE S.A.,SOBRALSOLAR,23912366000132,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2168,907550,SASS,SOCIEDADE ADMINISTRADORA DE ESTACIONAMENTOS E SERV,SOCADMESTSER,8280626000100,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2169,904219,HERS,SOCIEDADE COMERCIAL E IMPORTADORA HERMES S/A,HERMES,33068883000120,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2170,907733,SFBR,SOCIEDADE FIDUCIARIA BRASILEIRA SERVICOS NEGOCIOS,BRASILEIRAPA,257427000170,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2171,908202,SRTV,SOCIEDADE RADIO E TELEVISAO ALTEROSA SA,RADIOALTEROS,17247925000134,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2172,908012,SOCI,SOCINAL S/A CREDITO FINANCIAMENTO E INVESTIMENTO,SOCINALCFI,3881423000156,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2173,917531,SFTP,SOFTPLAN PLANEJAMENTO E SISTEMAS S.A.,SOFTPLAN PLA,82845322000104,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2174,917545,SSMB,SOLAR SERRA DO MEL B S/A,SOLAR SERRA,44256073000114,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2175,917229,SOLT,SOLAR21 TECNOLOGIA E ENERGIA SOLAR LTDA,SOLAR21TECNO,27150825000149,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2176,917562,SOEM,SOLARIS EMPREENDIMENTOS S.A.,SOLARIS EMPR,11522323000161,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2177,907865,SLRI,SOLARIS EQUIPAMENTOS E SERVICOS S.A.,SOLARIS,1633840000154,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2178,916858,SOTE,SOLARIS TRANSMISSÃO DE ENERGIA S.A.,SOLARISTRANS,31095322000195,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2179,912725,SSCF,SOLFACIL SECURITIZADORA CREDITO FINANCEIRO S.A.,SOLFACIL SEC,32247733000111,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2180,917133,SFCL,SOLFACIL SECURITIZADORA DE CRED.DO AGRONEGOCIO S/A,SOLFACIL SEC,43102277000138,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2181,907832,SLFM,SOLFARMA COMERCIO DE PRODUTOS FARMACEUTICOS S/A,SOLFARMA,46054219000174,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2182,913939,SOFS,SOLFARMA SECURITIZADORA DE CREDITOS MERCANTIS S.A.,SOLFARMA SEC,40004380000157,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2183,27073,SVEA,SOLVI ESSENCIS AMBIENTAL S.A.,SOLVI ESSENC,40263170000183,8,,01/03/2023,A,Não Classificados,Not Classified,1,
2184,907907,SLVI,SOLVI PARTICIPACOES S.A.,SOLVIPART,2886838000150,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2185,903815,GAGL,SOMOS SISTEMAS DE ENSINO S/A,SOMOSENSINO,49323314000114,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2186,907949,SNDA,SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S/A,SONDA,1937635000182,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2187,10880,SOND,SONDOTECNICA ENGENHARIA SOLOS S.A.,SONDOTECNICA,33386210000119,1,,09/01/1971,A,Engenharia Consultiva,Consultive Engeneering,1,
2188,917666,SONR,SONEVA ENERGIAS RENOVÁVEIS S.A.,SONEVA ENERG,48560434000172,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2189,911263,SNRA,SONORA ESTANCIA S/A,SON.ESTANCIA,47902283000120,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2190,908020,SORO,SOROCRED CREDITO FINANCIAMENTO E INVESTIMENTO S/A,SOROCREDCFI,4814563000174,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2191,916833,SOIN,SOROCRED INSTITUIÇÃO DE PAGAMENTOS S.A.,SOROCRED SA,60114865000100,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2192,916239,SOTR,SOTRAN S.A. LOGISTICA E TRANSPORTE,SOTRANSALOGI,3286888000169,99,,22/12/2021,A,Não Classificados,Not Classified,7,
2193,913095,SP3R,SPE 3R PETROLEUM S.A.,SPE 3R PETRO,33443860000159,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2194,909283,VSEN,SPE BOA VISTA 2 ENERGIA S.A,BOAVISTA2,9551294000114,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2195,908046,SPEB,SPE BRASIL SOLAIR LOCACAO E ARRENDAMENTO DE PAINEI,SOLAIR,21140194000109,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2196,904177,HDBR,SPE HOLDING BEIRA-RIO S.A,SPE,11573100000123,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2197,900032,NNAE,SPE NOVO NORTE AEROPORTOS S.A.,SPE NOVONORT,48710127000120,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2198,903732,FRNS,SPE SAO FRANCISCO EMPREENDIMENTOS IMOBILIARIOS S.A,FRANCISCO,20831148000185,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2199,912782,SPLV,SPE TRANSMISSORA DE ENERGIA LINHA VERDE II S.A.,SPE LVERDEII,29532071000117,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2200,908079,SPEE,SPE TURBINA 16 ENERGIA S.A.,SPETURBINA16,15008729000181,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2201,908087,SPIF,SPI - SOCIEDADE PARA PARTICIPACOES EM INFRAESTRUTU,SPISA,9719882000114,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2202,900005,SPIC,SPIC BRASIL ENERGIA PARTICIPAÇÕES S.A. ,SPICBR,27317702000150,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2203,900078,SPAD,SPREAD PARTICIPAÇÕES S.A,SPREADPA,7534805000164,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2204,20966,SGPS,SPRINGS GLOBAL PARTICIPACOES S.A.,SPRINGS,7718269000157,18,,25/07/2007,A,Fios e Tecidos,Fabric. Thread and Fibers,1,NM
2205,917674,PLII,SPRS PLATÃO CAPITAL II S.A.,SPRS PLATAO,49933670000150,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2206,917161,SRNP,SR N PARTICIPACOES S.A.,SRNPARTICIPA,22609006000101,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2207,908145,SRCS,SRC COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIR,SRCSEC,31345064000158,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2208,908301,STRO,STAR ONE S.A.,STARONE,3964292000170,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2209,903773,FSTA,STARA FINANCEIRA S.A. CFI,STARACFI,17359351000196,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2210,908285,STGD,STATE GRID BRAZIL HOLDING S.A.,STATEGRID,11938558000139,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2211,22594,STKF,STATKRAFT ENERGIAS RENOVAVEIS S.A.,STATKRAFT,622416000141,1,,19/09/2011,A,Energia Elétrica,Electric Utilities,1,
2212,917619,STER,STERLITE BRAZIL PARTICIPACOES,STERLITEBR,28704797000127,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2213,908319,STSN,STN - SISTEMA DE TRANSMISSAO NORDESTE S.A.,TRANSNORDEST,5991437000158,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2214,911164,STNG,STONE PAGAMENTOS S.A.,STONE PAGA,16501555000157,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2215,57380,STOC,STONECO LTD.,STONE CO,31752270000182,14,DR1,15/03/2021,A,Serviços Financeiros Diversos,Diversified Financial Services,2,DR1
2216,911404,SAAS,SUBESTACAO AGUA AZUL SPE S/A,AGUA AZULSPE,24905442000145,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2217,16586,OPSE,SUDESTE S.A.,SUDESTE S/A,2062747000108,7,,11/09/1998,A,Outros,Others,1,MB
2218,912022,SGOI,SUGOI S/A,SUGOI S/A,13584310000142,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2219,16438,OPTS,SUL 116 PARTICIPACOES S.A.,SUL 116 PART,1957772000189,7,,11/09/1998,A,Outros,Others,1,MB
2220,900061,SCPT,SUL CONCESSÕES E PARTICIPACOES S/A,SULCONCESSO,43277147000136,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2221,914507,SUMI,SUMICITY TELECOMUNICAÇÕES S.A.,SUMICITY TEL,7714104000107,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2222,917571,SUPQ,SUPER QUADRA EMPREENDIMENTOS IMOBILIÁRIOS S.A.,SUPER QUADRA,8906429000154,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2223,911222,SFAG,SUPERFRIO ARMAZENS GERAIS S.A.,SUPERFRIO,2060862001107,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2224,911958,SBHM,SUPERMERCADO BAHAMAS S/A,BAHAMAS S/A,17745613000150,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2225,917570,SUSU,SUPERMERCADO SUPERPÃO S.A.,SUPERPAO S/A,77883320000161,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2226,913228,SSSC,SUPERSIM SECURITIZADORA DE CRÉDITOS FINACEIROS S.A,SUPERSIM SEC,35881094000130,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2227,908129,SPVI,SUPERVIA-CONCESSIONARIA DE TRANSPORTE FERROVIARIO,SUPERVIA,2735385000160,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2228,917344,SUPP,SUPRIMED PARTICIPAÇÕES S.A.,SUPRIMEDPART,29479531000190,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2229,908350,SUTE,SUSTENTA COMERCIALIZADORA DE ENERGIA S.A.,SUSTENTASA,14568419000159,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2230,9067,NEMO,SUZANO HOLDING S.A.,SUZANO HOLD,60651809000105,1,,22/12/1982,A,Papel e Celulose,Pulp and Paper,1,
2231,13986,SUZB,SUZANO S.A.,SUZANO S.A.,16404287000155,18,,15/04/1992,A,Papel e Celulose,Pulp and Paper,1,NM
2232,21040,SYNE,SYN PROP E TECH S.A.,SYN PROP TEC,8801621000186,18,,01/08/2007,A,Exploração de Imóveis,Real Estate,1,NM
2233,22454,SHOW,T4F ENTRETENIMENTO S.A.,TIME FOR FUN,2860694000162,18,,11/04/2011,A,Produção de Eventos e Shows,Entertainment,1,NM
2234,910042,TAML,TAM LINHAS AEREAS S.A.,TAM L.AEREAS,2012862000160,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2235,910075,TREG,TANGARA ENERGIA S.A.,TANGARA,3573381000196,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2236,6173,TASA,TAURUS ARMAS S.A.,TAURUS ARMAS,92781335000102,17,,24/05/1982,A,Armas e Munições,Weapons and Munitions,1,N2
2237,908806,TVEX,TAVEX INDUSTRIA TEXTIL S.A.,TAVEXIND,18612511000120,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2238,900077,TBAP,TBA PARTICIPAÇÕES LTDA,TBAPARTI,51102510000100,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2239,519707,TXBZ,TBM - TEXTIL BEZERRA DE MENEZES S.A.,TBM,7671092000180,7,,18/12/2013,A,Carga Inicial,Carga inicial,6,MB
2240,26077,TRAD,TC S.A.,TC,26345998000150,18,,26/07/2021,A,Programas e Serviços,Software and Services,1,NM
2241,910257,TRCC,TCC - TRANSMISSORA CAMINHO DO CAFE S.A.,TCC - TRANSM,26796760000140,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2242,908442,TCIB,TCI BPO TECNOLOGIA CONHECIMENTO E INFORMACAO S/A,TCIBPO,3311116000130,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2243,24066,TCPA,TCP TERMINAL DE CONTEINERES DE PARANAGUA SA,TCP TERMINAL,12919786000124,1,,27/10/2016,A,Não Classificados,Not Classified,1,
2244,22519,TECN,TECHNOS S.A.,TECHNOS,9295063000197,18,,28/06/2011,A,Acessórios,Accessories,1,NM
2245,20435,TCSA,TECNISA S.A.,TECNISA,8065557000112,18,,09/01/2007,A,Incorporações,Real Estate,1,NM
2246,917657,TECU,TECUMSEH DO BRASIL LTDA,TECUMSEH BRA,45361425000164,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2247,20800,TGMA,TEGMA GESTAO LOGISTICA S.A.,TEGMA,2351144000118,18,,28/06/2007,A,Transporte Rodoviário,Trucking,1,NM
2248,25844,TEGA,TEGRA INCORPORADORA S.A.,TEGRA INCORP,30213493000109,1,,18/05/2021,A,Incorporações,Real Estate,1,
2249,11223,TEKA,TEKA-TECELAGEM KUEHNRICH S.A.,TEKA,82636986000155,1,,03/01/1972,A,Fios e Tecidos,Fabric. Thread and Fibers,1,
2250,11231,TKNO,TEKNO S.A. - INDUSTRIA E COMERCIO,TEKNO,33467572000134,1,,15/08/1973,A,Artefatos de Ferro e Aço,Iron and Steel Products,1,
2251,11258,TELB,TELEC BRASILEIRAS S.A. TELEBRAS,TELEBRAS,336701000104,1,,28/02/1989,A,Telecomunicações,Telecommunications,1,
2252,17671,VIVT,TELEFÔNICA BRASIL S.A,TELEF BRASIL,2558157000162,1,,11/09/1998,A,Telecomunicações,Telecommunications,1,
2253,910067,TMAR,TELEMAR NORTE LESTE S/A ¿ EM RECUPERACAO JUDICIAL,TELEMARNORTE,33000118000179,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2254,914374,TBPA,TEMBICI PARTICIPAÇÕES S.A.,TEMBICI PART,13794869000105,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2255,908475,TENC,TENCO SHOPPING CENTERS S.A..,TENCOSHOP,3065552000176,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2256,910901,TNDA,TENDA ATACADO LTDA.,TENDA ATACAD,1157555000104,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2257,916627,TTPT,TEP TERMOELETRICA POTIGUAR S.A.,TEPTERMOELET,4853028000122,99,,12/01/2022,A,Não Classificados,Not Classified,7,
2258,914556,TQMR,TEQUIMAR VILA DO CONDE LOGÍSTICA PORTUÁRIA S.A.,TEQUIMAR VC,34130063000184,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2259,914952,ACGU,TEREOS ACUCAR E ENERGIA BRASIL S.A.,TEREOS ACUCA,47080619000117,1,,31/12/9999,A,Açucar e Alcool,Sugar - Alcohol,7,
2260,23329,TEPE,TERMELÉTRICA PERNAMBUCO III S.A.,TERM. PE III,10502676000137,1,,10/12/2013,A,Energia Elétrica,Electric Utilities,1,
2261,908814,TVIA,TERMELETRICA VIANA S.A,VIANA,9043782000110,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2262,908483,TFBR,TERMINAIS FLUVIAIS DO BRASIL S/A.,TFB,11389394000138,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2263,18538,MNZC,TERMINAL GARAGEM MENEZES CORTES S.A.,MENEZES CORT,2664042000152,7,,20/07/2000,A,Exploração de Imóveis,Real Estate,1,MB
2264,911834,TQUI,TERMINAL QUIMICO DE ARATU S/A. - TEQUIMAR,TEQUIMAR,14688220001640,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2265,19852,TMPE,TERMOPERNAMBUCO S.A.,TERMOPE,3795050000109,1,,31/10/2005,A,Energia Elétrica,Electric Utilities,1,
2266,916114,TCUL,TERRA DE CULTIVO INDS. DE FERT. E RACOES LTDA,TERRAINDSLTD,6105854000119,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2267,26000,LAND,TERRA SANTA PROPRIEDADES AGRICOLAS S.A.,TERRASANTAPA,40337136000106,18,,15/07/2021,A,Agricultura,Agriculture,1,NM
2268,916049,TEMA,TERRAMAR INVESTIMENTOS S.A.,TERRAMARINVE,91411181000102,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2269,909887,CJEN,TESC - TERMINAL SANTA CATARINA S.A.,TESC TERM SC,1115535000170,7,,31/12/9999,A,Não Classificados,Not Classified,7,MB
2270,916163,FARB,TEXTIL FARBE SA,TEXTILFARBE,81303463000124,99,,14/12/2021,A,Não Classificados,Not Classified,7,
2271,7544,TXRX,TEXTIL RENAUXVIEW S.A.,TEX RENAUX,82982075000180,1,,03/01/1972,A,Fios e Tecidos,Fabric. Thread and Fibers,1,
2272,916148,THAP,THALASSIUS A033.21 PARTICIPAÇÕES S.A,THALASSIUSA0,42152864000179,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2273,911370,TBEG,TIBAGI ENERGIA SPE S.A.,TIBAGI ENERG,23080281000135,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2274,24929,TIMS,TIM S.A.,TIM,2421421000111,18,,28/09/2020,A,Telecomunicações,Telecommunications,1,NM
2275,910083,TVIT,TIVIT TERC. DE PROC.. SERV. E TEC. S.A.,TIVIT,7073027000153,1,,31/12/9999,A,Programas e Serviços,Software and Services,7,
2276,917602,TSSS,TOP SERVICE SERVIÇOS E SISTEMAS S.A,TOPSERVICE,973749000115,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2277,911024,TOPS,TOP SERVICE SERVICOS E SISTEMAS S/A,TOP SERVICE,973749000115,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2278,908582,TLGE,TOPICO LOCACOES DE GALPOES E EQUIPAMENTOS PARA IND,TOPICO,8259544000184,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2279,908608,TOSN,TOSCANA DESENVOLVIMENTO URBANO S/A,TOSCANA,5362905000125,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2280,915751,TOTB,TOTAL BIOTECNOLOGIA INDÚSTRIA E COMÉRCIO S.A.,TOTALBIOTECN,7483401000199,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2281,19992,TOTS,TOTVS S.A.,TOTVS,53113791000122,18,,07/03/2006,A,Programas e Serviços,Software and Services,1,NM
2282,910232,TPEN,TPE - TRANSMISSORA PARAISO DE ENERGIA S.A.,TPE - TRANS,26796739000145,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2283,19330,TPIS,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,TRIUNFO PART,3014553000191,18,,05/12/2002,A,Exploração de Rodovias,Toll Roads and Highways,1,NM
2284,25208,TFCO,TRACK & FIELD CO S.A.,TRACK FIELD,59418806000147,17,,22/10/2020,A,Vestuário,Apparel and Clothing,1,N2
2285,917551,TCIP,TRACTUS CAPITAL INVEST. E PARTICIP. DEBTCO S.A.,TRACTUS CAP,47957696000102,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2286,911255,TDSP,TRADEMASTER SERVIÇOS E PARTICIPAÇÕES,TRADEMASTER,19394639000127,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2287,917577,TMAQ,TRADIMAQ S.A,TRADIMAQ,22320881000160,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2288,22225,TBCR,TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A.,TRANSBRASIL,9074183000164,8,,01/03/2023,A,Não Classificado,E,1,
2289,914937,TRER,TRANSENERGIA RENOVÁVEL S.A.,TRANSENERGIA,10553895000145,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2290,915124,TESP,TRANSENERGIA SÃO PAULO S.A.,TRANSSP,10997565000149,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2291,20257,TAEE,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,TAESA,7859971000130,17,,10/10/2006,A,Energia Elétrica,Electric Utilities,1,N2
2292,911636,TEGT,TRANSMISSORA DE ENERGIA CAMPINAS-ITATIBA SPE S.A.,TRAMSITATIBA,24917078000133,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2293,908574,TJMM,TRANSMISSORA JOSE MARIA DE MACEDO DE ELETRICIDADE,TJMM,21728083000100,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2294,913145,TMES,TRANSMISSORA MATOGROSSENSE DE ENERGIA S.A. TME,TME S/A,10994254000126,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2295,900016,RMIN,TRANSMISSORA RIO-MINAS SPE S.A. ,TRANS RIOMIN,36238971000111,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2296,910935,SERJ,TRANSMISSORA SERTANEJA DE ELETRICIDADE S.A,SERTANEJA,26885182000119,99,,31/12/9999,A,Não Classificados,Not Classified,7,
2297,908756,TSBE,TRANSMISSORA SUL BRASILEIRA DE ENERGIA S.A.,SULBRASILEIR,14820905000112,1,,31/12/9999,A,Não Classificados,Not Classified,7,
